Pavarde             Vardas              Galutinis
Pavarde4718         Vardas4718          4.88
Pavarde4719         Vardas4719          3.52
Pavarde4720         Vardas4720          2.56
Pavarde4721         Vardas4721          2.92
Pavarde4722         Vardas4722          4.36
Pavarde4724         Vardas4724          2.28
Pavarde4725         Vardas4725          2.80
Pavarde4728         Vardas4728          4.16
Pavarde4729         Vardas4729          3.60
Pavarde4733         Vardas4733          4.48
Pavarde4736         Vardas4736          3.64
Pavarde4738         Vardas4738          3.76
Pavarde4739         Vardas4739          3.36
Pavarde4740         Vardas4740          1.68
Pavarde4741         Vardas4741          2.28
Pavarde4744         Vardas4744          2.56
Pavarde4745         Vardas4745          2.12
Pavarde4747         Vardas4747          4.48
Pavarde4749         Vardas4749          2.52
Pavarde4754         Vardas4754          4.28
Pavarde4755         Vardas4755          4.32
Pavarde4756         Vardas4756          3.00
Pavarde4757         Vardas4757          3.04
Pavarde4761         Vardas4761          4.32
Pavarde4762         Vardas4762          4.84
Pavarde4763         Vardas4763          4.80
Pavarde4766         Vardas4766          4.72
Pavarde4767         Vardas4767          1.60
Pavarde4768         Vardas4768          4.96
Pavarde4769         Vardas4769          3.12
Pavarde4770         Vardas4770          2.76
Pavarde4774         Vardas4774          4.52
Pavarde4779         Vardas4779          2.20
Pavarde4782         Vardas4782          4.24
Pavarde4783         Vardas4783          4.12
Pavarde4784         Vardas4784          4.52
Pavarde4786         Vardas4786          4.36
Pavarde4787         Vardas4787          1.96
Pavarde4788         Vardas4788          2.40
Pavarde4790         Vardas4790          4.52
Pavarde4793         Vardas4793          3.20
Pavarde4794         Vardas4794          4.68
Pavarde4798         Vardas4798          4.00
Pavarde4799         Vardas4799          4.28
Pavarde4800         Vardas4800          3.96
Pavarde4801         Vardas4801          1.68
Pavarde4802         Vardas4802          3.16
Pavarde4804         Vardas4804          4.96
Pavarde4805         Vardas4805          2.08
Pavarde4806         Vardas4806          4.80
Pavarde4813         Vardas4813          3.80
Pavarde4819         Vardas4819          3.72
Pavarde4820         Vardas4820          0.64
Pavarde4821         Vardas4821          4.56
Pavarde4823         Vardas4823          3.48
Pavarde4826         Vardas4826          3.36
Pavarde4827         Vardas4827          3.36
Pavarde4828         Vardas4828          1.24
Pavarde4829         Vardas4829          4.20
Pavarde4830         Vardas4830          2.40
Pavarde4835         Vardas4835          1.92
Pavarde4837         Vardas4837          4.56
Pavarde4840         Vardas4840          4.48
Pavarde4841         Vardas4841          1.76
Pavarde4842         Vardas4842          2.28
Pavarde4843         Vardas4843          3.04
Pavarde4844         Vardas4844          0.96
Pavarde4845         Vardas4845          3.44
Pavarde4848         Vardas4848          3.24
Pavarde4849         Vardas4849          1.64
Pavarde4850         Vardas4850          4.40
Pavarde4854         Vardas4854          2.92
Pavarde4856         Vardas4856          2.00
Pavarde4857         Vardas4857          2.76
Pavarde4860         Vardas4860          3.80
Pavarde4861         Vardas4861          4.76
Pavarde4863         Vardas4863          4.60
Pavarde4864         Vardas4864          3.80
Pavarde4865         Vardas4865          4.00
Pavarde4867         Vardas4867          4.04
Pavarde4868         Vardas4868          3.16
Pavarde4869         Vardas4869          4.44
Pavarde4872         Vardas4872          1.20
Pavarde4876         Vardas4876          4.20
Pavarde4878         Vardas4878          3.36
Pavarde4882         Vardas4882          3.40
Pavarde4889         Vardas4889          4.20
Pavarde4891         Vardas4891          4.44
Pavarde4892         Vardas4892          2.24
Pavarde4893         Vardas4893          4.80
Pavarde4895         Vardas4895          3.96
Pavarde4898         Vardas4898          2.88
Pavarde4900         Vardas4900          2.08
Pavarde4902         Vardas4902          4.80
Pavarde4903         Vardas4903          5.00
Pavarde4904         Vardas4904          1.44
Pavarde4905         Vardas4905          3.68
Pavarde4907         Vardas4907          4.76
Pavarde4909         Vardas4909          4.16
Pavarde4912         Vardas4912          3.08
Pavarde4913         Vardas4913          3.72
Pavarde4914         Vardas4914          2.40
Pavarde4915         Vardas4915          3.24
Pavarde4916         Vardas4916          3.12
Pavarde4918         Vardas4918          3.64
Pavarde4919         Vardas4919          4.08
Pavarde4920         Vardas4920          1.88
Pavarde4922         Vardas4922          4.72
Pavarde4923         Vardas4923          2.56
Pavarde4925         Vardas4925          4.64
Pavarde4928         Vardas4928          3.16
Pavarde4932         Vardas4932          4.60
Pavarde4934         Vardas4934          2.72
Pavarde4936         Vardas4936          3.52
Pavarde4937         Vardas4937          2.68
Pavarde4938         Vardas4938          3.32
Pavarde4939         Vardas4939          4.80
Pavarde4940         Vardas4940          4.40
Pavarde4943         Vardas4943          2.52
Pavarde4944         Vardas4944          2.44
Pavarde4945         Vardas4945          4.48
Pavarde4946         Vardas4946          3.56
Pavarde4948         Vardas4948          3.36
Pavarde4952         Vardas4952          2.84
Pavarde4954         Vardas4954          4.52
Pavarde4956         Vardas4956          2.48
Pavarde4957         Vardas4957          1.76
Pavarde4959         Vardas4959          1.68
Pavarde4960         Vardas4960          1.52
Pavarde4964         Vardas4964          4.96
Pavarde4965         Vardas4965          3.48
Pavarde4966         Vardas4966          3.60
Pavarde4969         Vardas4969          2.72
Pavarde4971         Vardas4971          3.16
Pavarde4972         Vardas4972          4.04
Pavarde4976         Vardas4976          5.00
Pavarde4978         Vardas4978          1.84
Pavarde4979         Vardas4979          0.80
Pavarde4980         Vardas4980          3.80
Pavarde4983         Vardas4983          2.28
Pavarde4984         Vardas4984          1.96
Pavarde4987         Vardas4987          3.68
Pavarde4991         Vardas4991          2.72
Pavarde4992         Vardas4992          3.16
Pavarde4993         Vardas4993          4.72
Pavarde4994         Vardas4994          4.12
Pavarde4998         Vardas4998          3.44
Pavarde4999         Vardas4999          2.84
Pavarde5000         Vardas5000          3.08
Pavarde5002         Vardas5002          2.12
Pavarde5003         Vardas5003          3.44
Pavarde5004         Vardas5004          4.76
Pavarde5005         Vardas5005          3.20
Pavarde5006         Vardas5006          4.44
Pavarde5008         Vardas5008          4.04
Pavarde5010         Vardas5010          2.88
Pavarde5011         Vardas5011          4.08
Pavarde5014         Vardas5014          2.84
Pavarde5015         Vardas5015          3.68
Pavarde5021         Vardas5021          4.20
Pavarde5022         Vardas5022          4.16
Pavarde5024         Vardas5024          2.12
Pavarde5025         Vardas5025          4.12
Pavarde5029         Vardas5029          1.76
Pavarde5030         Vardas5030          1.36
Pavarde5031         Vardas5031          4.28
Pavarde5033         Vardas5033          1.56
Pavarde5036         Vardas5036          3.04
Pavarde5040         Vardas5040          4.96
Pavarde5046         Vardas5046          2.20
Pavarde5050         Vardas5050          2.68
Pavarde5052         Vardas5052          2.52
Pavarde5055         Vardas5055          4.68
Pavarde5056         Vardas5056          3.52
Pavarde5058         Vardas5058          3.68
Pavarde5059         Vardas5059          3.28
Pavarde5060         Vardas5060          4.64
Pavarde5065         Vardas5065          1.52
Pavarde5069         Vardas5069          4.52
Pavarde5075         Vardas5075          2.32
Pavarde5077         Vardas5077          2.72
Pavarde5078         Vardas5078          4.60
Pavarde5079         Vardas5079          1.68
Pavarde5080         Vardas5080          3.12
Pavarde5081         Vardas5081          1.84
Pavarde5082         Vardas5082          4.16
Pavarde5084         Vardas5084          3.60
Pavarde5085         Vardas5085          4.28
Pavarde5087         Vardas5087          3.68
Pavarde5088         Vardas5088          1.68
Pavarde5090         Vardas5090          4.20
Pavarde5092         Vardas5092          4.96
Pavarde5093         Vardas5093          4.64
Pavarde5095         Vardas5095          4.84
Pavarde5098         Vardas5098          4.40
Pavarde5099         Vardas5099          3.96
Pavarde5100         Vardas5100          1.92
Pavarde5101         Vardas5101          4.56
Pavarde5103         Vardas5103          2.36
Pavarde5104         Vardas5104          4.08
Pavarde5105         Vardas5105          3.92
Pavarde5106         Vardas5106          2.56
Pavarde5111         Vardas5111          4.52
Pavarde5113         Vardas5113          4.92
Pavarde5115         Vardas5115          4.32
Pavarde5117         Vardas5117          4.60
Pavarde5118         Vardas5118          1.68
Pavarde5120         Vardas5120          4.00
Pavarde5122         Vardas5122          2.00
Pavarde5123         Vardas5123          4.04
Pavarde5124         Vardas5124          4.52
Pavarde5126         Vardas5126          2.52
Pavarde5127         Vardas5127          3.32
Pavarde5128         Vardas5128          3.48
Pavarde5130         Vardas5130          4.16
Pavarde5131         Vardas5131          2.00
Pavarde5133         Vardas5133          3.16
Pavarde5134         Vardas5134          2.36
Pavarde5137         Vardas5137          2.96
Pavarde5138         Vardas5138          2.72
Pavarde5139         Vardas5139          3.72
Pavarde5140         Vardas5140          2.24
Pavarde5143         Vardas5143          3.48
Pavarde5144         Vardas5144          2.00
Pavarde5145         Vardas5145          3.68
Pavarde5146         Vardas5146          3.32
Pavarde5148         Vardas5148          1.84
Pavarde5150         Vardas5150          3.52
Pavarde5153         Vardas5153          3.68
Pavarde5159         Vardas5159          3.84
Pavarde5161         Vardas5161          2.64
Pavarde5164         Vardas5164          1.64
Pavarde5165         Vardas5165          4.32
Pavarde5168         Vardas5168          3.72
Pavarde5170         Vardas5170          2.08
Pavarde5172         Vardas5172          4.08
Pavarde5174         Vardas5174          1.48
Pavarde5175         Vardas5175          4.44
Pavarde5177         Vardas5177          3.92
Pavarde5178         Vardas5178          3.16
Pavarde5179         Vardas5179          4.40
Pavarde5183         Vardas5183          2.76
Pavarde5184         Vardas5184          4.56
Pavarde5187         Vardas5187          2.12
Pavarde5193         Vardas5193          3.48
Pavarde5196         Vardas5196          4.20
Pavarde5199         Vardas5199          3.68
Pavarde5200         Vardas5200          5.00
Pavarde5204         Vardas5204          3.72
Pavarde5207         Vardas5207          2.32
Pavarde5208         Vardas5208          3.68
Pavarde5210         Vardas5210          5.00
Pavarde5212         Vardas5212          3.20
Pavarde5215         Vardas5215          3.96
Pavarde5216         Vardas5216          1.60
Pavarde5218         Vardas5218          3.68
Pavarde5221         Vardas5221          3.84
Pavarde5222         Vardas5222          3.76
Pavarde5223         Vardas5223          4.12
Pavarde5225         Vardas5225          4.28
Pavarde5226         Vardas5226          4.44
Pavarde5227         Vardas5227          3.12
Pavarde5228         Vardas5228          2.04
Pavarde5229         Vardas5229          3.20
Pavarde5230         Vardas5230          2.80
Pavarde5231         Vardas5231          4.84
Pavarde5232         Vardas5232          3.60
Pavarde5235         Vardas5235          2.04
Pavarde5237         Vardas5237          4.24
Pavarde5238         Vardas5238          3.68
Pavarde5239         Vardas5239          3.64
Pavarde5242         Vardas5242          4.72
Pavarde5243         Vardas5243          3.00
Pavarde5249         Vardas5249          3.48
Pavarde5250         Vardas5250          4.44
Pavarde5252         Vardas5252          4.20
Pavarde5256         Vardas5256          4.24
Pavarde5259         Vardas5259          4.76
Pavarde5260         Vardas5260          3.04
Pavarde5262         Vardas5262          1.92
Pavarde5263         Vardas5263          2.56
Pavarde5267         Vardas5267          2.76
Pavarde5268         Vardas5268          4.40
Pavarde5269         Vardas5269          2.60
Pavarde5271         Vardas5271          4.76
Pavarde5272         Vardas5272          2.20
Pavarde5273         Vardas5273          1.64
Pavarde5274         Vardas5274          4.00
Pavarde5276         Vardas5276          4.40
Pavarde5277         Vardas5277          2.40
Pavarde5279         Vardas5279          4.92
Pavarde5282         Vardas5282          4.64
Pavarde5284         Vardas5284          2.04
Pavarde5285         Vardas5285          4.24
Pavarde5289         Vardas5289          4.16
Pavarde5294         Vardas5294          3.88
Pavarde5300         Vardas5300          4.12
Pavarde5302         Vardas5302          2.40
Pavarde5303         Vardas5303          3.32
Pavarde5305         Vardas5305          3.68
Pavarde5306         Vardas5306          2.96
Pavarde5309         Vardas5309          2.24
Pavarde5315         Vardas5315          4.84
Pavarde5316         Vardas5316          2.28
Pavarde5317         Vardas5317          2.40
Pavarde5319         Vardas5319          5.00
Pavarde5320         Vardas5320          3.20
Pavarde5321         Vardas5321          2.96
Pavarde5324         Vardas5324          2.96
Pavarde5326         Vardas5326          3.96
Pavarde5330         Vardas5330          3.88
Pavarde5332         Vardas5332          3.80
Pavarde5333         Vardas5333          2.68
Pavarde5334         Vardas5334          3.96
Pavarde5335         Vardas5335          4.76
Pavarde5336         Vardas5336          4.52
Pavarde5337         Vardas5337          4.32
Pavarde5338         Vardas5338          3.44
Pavarde5339         Vardas5339          3.96
Pavarde5340         Vardas5340          5.00
Pavarde5341         Vardas5341          1.52
Pavarde5343         Vardas5343          2.36
Pavarde5344         Vardas5344          4.48
Pavarde5345         Vardas5345          3.60
Pavarde5346         Vardas5346          4.20
Pavarde5347         Vardas5347          2.96
Pavarde5348         Vardas5348          1.44
Pavarde5349         Vardas5349          1.60
Pavarde5355         Vardas5355          4.80
Pavarde5357         Vardas5357          2.32
Pavarde5359         Vardas5359          4.40
Pavarde5360         Vardas5360          3.48
Pavarde5361         Vardas5361          3.68
Pavarde5364         Vardas5364          4.04
Pavarde5366         Vardas5366          2.32
Pavarde5368         Vardas5368          2.04
Pavarde5370         Vardas5370          2.92
Pavarde5374         Vardas5374          1.92
Pavarde5375         Vardas5375          4.76
Pavarde5377         Vardas5377          1.76
Pavarde5380         Vardas5380          4.44
Pavarde5384         Vardas5384          3.96
Pavarde5385         Vardas5385          3.64
Pavarde5386         Vardas5386          3.76
Pavarde5392         Vardas5392          3.20
Pavarde5393         Vardas5393          2.08
Pavarde5394         Vardas5394          1.68
Pavarde5396         Vardas5396          4.92
Pavarde5397         Vardas5397          2.40
Pavarde5398         Vardas5398          3.96
Pavarde5399         Vardas5399          2.40
Pavarde5401         Vardas5401          1.52
Pavarde5404         Vardas5404          3.16
Pavarde5405         Vardas5405          2.32
Pavarde5406         Vardas5406          0.96
Pavarde5409         Vardas5409          4.28
Pavarde5412         Vardas5412          2.24
Pavarde5415         Vardas5415          1.52
Pavarde5416         Vardas5416          5.00
Pavarde5417         Vardas5417          1.76
Pavarde5420         Vardas5420          3.64
Pavarde5422         Vardas5422          2.80
Pavarde5427         Vardas5427          3.00
Pavarde5430         Vardas5430          3.04
Pavarde5431         Vardas5431          4.04
Pavarde5434         Vardas5434          1.44
Pavarde5435         Vardas5435          3.92
Pavarde5436         Vardas5436          1.96
Pavarde5437         Vardas5437          3.80
Pavarde5442         Vardas5442          4.12
Pavarde5445         Vardas5445          3.40
Pavarde5448         Vardas5448          0.96
Pavarde5450         Vardas5450          2.56
Pavarde5453         Vardas5453          2.12
Pavarde5454         Vardas5454          4.52
Pavarde5457         Vardas5457          3.04
Pavarde5460         Vardas5460          1.44
Pavarde5463         Vardas5463          3.24
Pavarde5465         Vardas5465          3.20
Pavarde5466         Vardas5466          3.32
Pavarde5468         Vardas5468          3.64
Pavarde5471         Vardas5471          4.64
Pavarde5472         Vardas5472          2.24
Pavarde5474         Vardas5474          2.00
Pavarde5478         Vardas5478          4.04
Pavarde5479         Vardas5479          4.32
Pavarde5480         Vardas5480          4.00
Pavarde5483         Vardas5483          3.80
Pavarde5485         Vardas5485          4.56
Pavarde5486         Vardas5486          3.32
Pavarde5487         Vardas5487          2.56
Pavarde5491         Vardas5491          4.28
Pavarde5493         Vardas5493          2.24
Pavarde5494         Vardas5494          4.36
Pavarde5497         Vardas5497          4.76
Pavarde5498         Vardas5498          4.08
Pavarde5500         Vardas5500          1.04
Pavarde5504         Vardas5504          1.44
Pavarde5505         Vardas5505          2.84
Pavarde5506         Vardas5506          4.48
Pavarde5507         Vardas5507          3.20
Pavarde5508         Vardas5508          1.92
Pavarde5509         Vardas5509          3.60
Pavarde5511         Vardas5511          2.72
Pavarde5514         Vardas5514          5.00
Pavarde5515         Vardas5515          2.28
Pavarde5516         Vardas5516          2.72
Pavarde5517         Vardas5517          3.12
Pavarde5520         Vardas5520          3.80
Pavarde5524         Vardas5524          1.20
Pavarde5525         Vardas5525          3.80
Pavarde5526         Vardas5526          3.96
Pavarde5527         Vardas5527          4.16
Pavarde5532         Vardas5532          3.24
Pavarde5534         Vardas5534          4.68
Pavarde5538         Vardas5538          1.68
Pavarde5542         Vardas5542          4.00
Pavarde5543         Vardas5543          4.88
Pavarde5544         Vardas5544          4.24
Pavarde5549         Vardas5549          3.60
Pavarde5551         Vardas5551          1.60
Pavarde5553         Vardas5553          1.08
Pavarde5554         Vardas5554          1.40
Pavarde5556         Vardas5556          2.88
Pavarde5557         Vardas5557          3.56
Pavarde5559         Vardas5559          3.12
Pavarde5561         Vardas5561          3.76
Pavarde5562         Vardas5562          2.00
Pavarde5569         Vardas5569          4.00
Pavarde5575         Vardas5575          3.92
Pavarde5576         Vardas5576          3.40
Pavarde5577         Vardas5577          3.44
Pavarde5578         Vardas5578          4.20
Pavarde5580         Vardas5580          1.84
Pavarde5581         Vardas5581          2.08
Pavarde5583         Vardas5583          4.08
Pavarde5584         Vardas5584          2.32
Pavarde5586         Vardas5586          4.88
Pavarde5587         Vardas5587          4.40
Pavarde5589         Vardas5589          4.40
Pavarde5591         Vardas5591          2.20
Pavarde5592         Vardas5592          4.52
Pavarde5593         Vardas5593          4.00
Pavarde5597         Vardas5597          4.44
Pavarde5599         Vardas5599          4.08
Pavarde5601         Vardas5601          3.44
Pavarde5602         Vardas5602          4.36
Pavarde5603         Vardas5603          4.36
Pavarde5606         Vardas5606          3.24
Pavarde5608         Vardas5608          2.24
Pavarde5610         Vardas5610          4.68
Pavarde5612         Vardas5612          4.96
Pavarde5614         Vardas5614          4.84
Pavarde5617         Vardas5617          4.04
Pavarde5621         Vardas5621          3.76
Pavarde5622         Vardas5622          0.88
Pavarde5623         Vardas5623          3.88
Pavarde5625         Vardas5625          2.60
Pavarde5626         Vardas5626          2.60
Pavarde5630         Vardas5630          4.56
Pavarde5632         Vardas5632          2.00
Pavarde5633         Vardas5633          2.80
Pavarde5634         Vardas5634          1.96
Pavarde5635         Vardas5635          3.48
Pavarde5636         Vardas5636          4.84
Pavarde5637         Vardas5637          2.76
Pavarde5638         Vardas5638          3.36
Pavarde5640         Vardas5640          3.48
Pavarde5642         Vardas5642          1.52
Pavarde5645         Vardas5645          3.12
Pavarde5646         Vardas5646          1.84
Pavarde5655         Vardas5655          4.40
Pavarde5656         Vardas5656          4.24
Pavarde5659         Vardas5659          2.84
Pavarde5661         Vardas5661          4.20
Pavarde5665         Vardas5665          3.24
Pavarde5666         Vardas5666          3.84
Pavarde5667         Vardas5667          3.12
Pavarde5669         Vardas5669          5.00
Pavarde5674         Vardas5674          2.16
Pavarde5676         Vardas5676          4.96
Pavarde5677         Vardas5677          4.80
Pavarde5678         Vardas5678          2.80
Pavarde5679         Vardas5679          2.08
Pavarde5681         Vardas5681          3.48
Pavarde5683         Vardas5683          4.12
Pavarde5684         Vardas5684          3.96
Pavarde5685         Vardas5685          2.92
Pavarde5688         Vardas5688          2.00
Pavarde5689         Vardas5689          3.04
Pavarde5690         Vardas5690          2.64
Pavarde5692         Vardas5692          4.92
Pavarde5694         Vardas5694          4.20
Pavarde5697         Vardas5697          3.00
Pavarde5698         Vardas5698          1.44
Pavarde5699         Vardas5699          4.16
Pavarde5700         Vardas5700          3.24
Pavarde5702         Vardas5702          4.12
Pavarde5703         Vardas5703          4.32
Pavarde5705         Vardas5705          0.80
Pavarde5706         Vardas5706          4.56
Pavarde5708         Vardas5708          2.56
Pavarde5709         Vardas5709          3.60
Pavarde5714         Vardas5714          3.32
Pavarde5715         Vardas5715          3.20
Pavarde5717         Vardas5717          4.96
Pavarde5718         Vardas5718          3.12
Pavarde5720         Vardas5720          4.72
Pavarde5722         Vardas5722          2.84
Pavarde5723         Vardas5723          4.84
Pavarde5726         Vardas5726          4.68
Pavarde5727         Vardas5727          4.60
Pavarde5728         Vardas5728          1.44
Pavarde5732         Vardas5732          2.04
Pavarde5734         Vardas5734          2.52
Pavarde5740         Vardas5740          2.76
Pavarde5741         Vardas5741          2.52
Pavarde5744         Vardas5744          2.80
Pavarde5746         Vardas5746          4.04
Pavarde5748         Vardas5748          4.32
Pavarde5750         Vardas5750          2.92
Pavarde5753         Vardas5753          1.76
Pavarde5755         Vardas5755          1.64
Pavarde5756         Vardas5756          1.76
Pavarde5757         Vardas5757          2.32
Pavarde5770         Vardas5770          2.20
Pavarde5773         Vardas5773          2.56
Pavarde5774         Vardas5774          1.68
Pavarde5778         Vardas5778          4.76
Pavarde5779         Vardas5779          2.76
Pavarde5780         Vardas5780          2.56
Pavarde5781         Vardas5781          3.08
Pavarde5784         Vardas5784          3.44
Pavarde5786         Vardas5786          4.96
Pavarde5788         Vardas5788          1.16
Pavarde5789         Vardas5789          0.96
Pavarde5790         Vardas5790          4.72
Pavarde5801         Vardas5801          3.16
Pavarde5802         Vardas5802          3.68
Pavarde5803         Vardas5803          4.60
Pavarde5804         Vardas5804          4.60
Pavarde5806         Vardas5806          4.76
Pavarde5807         Vardas5807          1.44
Pavarde5808         Vardas5808          3.16
Pavarde5810         Vardas5810          3.20
Pavarde5812         Vardas5812          3.28
Pavarde5816         Vardas5816          4.68
Pavarde5822         Vardas5822          2.80
Pavarde5825         Vardas5825          3.96
Pavarde5826         Vardas5826          4.36
Pavarde5827         Vardas5827          4.20
Pavarde5829         Vardas5829          4.76
Pavarde5830         Vardas5830          1.20
Pavarde5831         Vardas5831          4.60
Pavarde5832         Vardas5832          2.60
Pavarde5837         Vardas5837          2.76
Pavarde5839         Vardas5839          4.92
Pavarde5843         Vardas5843          1.20
Pavarde5844         Vardas5844          3.96
Pavarde5845         Vardas5845          3.48
Pavarde5848         Vardas5848          4.16
Pavarde5852         Vardas5852          2.80
Pavarde5854         Vardas5854          2.20
Pavarde5855         Vardas5855          4.36
Pavarde5859         Vardas5859          1.44
Pavarde5861         Vardas5861          3.40
Pavarde5862         Vardas5862          2.60
Pavarde5866         Vardas5866          4.00
Pavarde5867         Vardas5867          4.04
Pavarde5869         Vardas5869          4.80
Pavarde5870         Vardas5870          4.32
Pavarde5871         Vardas5871          1.92
Pavarde5875         Vardas5875          4.16
Pavarde5876         Vardas5876          4.60
Pavarde5877         Vardas5877          4.84
Pavarde5878         Vardas5878          2.12
Pavarde5880         Vardas5880          2.36
Pavarde5881         Vardas5881          4.04
Pavarde5885         Vardas5885          3.36
Pavarde5887         Vardas5887          2.96
Pavarde5888         Vardas5888          3.20
Pavarde5889         Vardas5889          3.44
Pavarde5890         Vardas5890          1.20
Pavarde5895         Vardas5895          1.72
Pavarde5896         Vardas5896          3.80
Pavarde5897         Vardas5897          3.12
Pavarde5898         Vardas5898          4.04
Pavarde5900         Vardas5900          2.60
Pavarde5901         Vardas5901          3.60
Pavarde5903         Vardas5903          2.80
Pavarde5905         Vardas5905          2.80
Pavarde5906         Vardas5906          4.20
Pavarde5907         Vardas5907          3.12
Pavarde5908         Vardas5908          3.32
Pavarde5910         Vardas5910          4.32
Pavarde5912         Vardas5912          4.16
Pavarde5915         Vardas5915          3.44
Pavarde5917         Vardas5917          3.92
Pavarde5920         Vardas5920          3.28
Pavarde5922         Vardas5922          2.76
Pavarde5923         Vardas5923          2.68
Pavarde5928         Vardas5928          3.92
Pavarde5930         Vardas5930          3.20
Pavarde5931         Vardas5931          2.72
Pavarde5932         Vardas5932          3.56
Pavarde5936         Vardas5936          3.04
Pavarde5937         Vardas5937          4.04
Pavarde5938         Vardas5938          3.32
Pavarde5940         Vardas5940          0.72
Pavarde5941         Vardas5941          3.40
Pavarde5942         Vardas5942          3.08
Pavarde5945         Vardas5945          2.64
Pavarde5946         Vardas5946          2.28
Pavarde5947         Vardas5947          3.96
Pavarde5953         Vardas5953          3.44
Pavarde5954         Vardas5954          2.84
Pavarde5955         Vardas5955          4.24
Pavarde5957         Vardas5957          2.16
Pavarde5960         Vardas5960          2.56
Pavarde5962         Vardas5962          5.00
Pavarde5963         Vardas5963          3.20
Pavarde5964         Vardas5964          4.04
Pavarde5967         Vardas5967          4.20
Pavarde5968         Vardas5968          4.64
Pavarde5969         Vardas5969          4.32
Pavarde5970         Vardas5970          4.84
Pavarde5973         Vardas5973          4.40
Pavarde5975         Vardas5975          4.56
Pavarde5977         Vardas5977          2.64
Pavarde5978         Vardas5978          3.52
Pavarde5979         Vardas5979          3.76
Pavarde5985         Vardas5985          3.48
Pavarde5986         Vardas5986          3.16
Pavarde5987         Vardas5987          3.92
Pavarde5990         Vardas5990          3.32
Pavarde5991         Vardas5991          1.68
Pavarde5992         Vardas5992          4.20
Pavarde5993         Vardas5993          4.68
Pavarde5994         Vardas5994          1.76
Pavarde5996         Vardas5996          2.24
Pavarde5999         Vardas5999          3.40
Pavarde6004         Vardas6004          3.80
Pavarde6006         Vardas6006          1.96
Pavarde6008         Vardas6008          4.36
Pavarde6010         Vardas6010          2.88
Pavarde6011         Vardas6011          2.52
Pavarde6012         Vardas6012          3.36
Pavarde6014         Vardas6014          3.32
Pavarde6015         Vardas6015          3.84
Pavarde6016         Vardas6016          1.48
Pavarde6017         Vardas6017          3.08
Pavarde6021         Vardas6021          1.76
Pavarde6022         Vardas6022          3.96
Pavarde6025         Vardas6025          4.12
Pavarde6027         Vardas6027          4.36
Pavarde6028         Vardas6028          1.80
Pavarde6030         Vardas6030          4.92
Pavarde6031         Vardas6031          4.80
Pavarde6033         Vardas6033          3.80
Pavarde6034         Vardas6034          3.64
Pavarde6038         Vardas6038          2.80
Pavarde6039         Vardas6039          0.80
Pavarde6041         Vardas6041          3.40
Pavarde6042         Vardas6042          3.32
Pavarde6043         Vardas6043          3.04
Pavarde6047         Vardas6047          4.84
Pavarde6050         Vardas6050          3.08
Pavarde6051         Vardas6051          1.80
Pavarde6054         Vardas6054          4.00
Pavarde6055         Vardas6055          1.68
Pavarde6058         Vardas6058          2.32
Pavarde6060         Vardas6060          2.16
Pavarde6062         Vardas6062          2.76
Pavarde6064         Vardas6064          1.20
Pavarde6067         Vardas6067          3.00
Pavarde6073         Vardas6073          2.28
Pavarde6074         Vardas6074          1.60
Pavarde6075         Vardas6075          2.20
Pavarde6077         Vardas6077          2.72
Pavarde6079         Vardas6079          2.60
Pavarde6081         Vardas6081          2.60
Pavarde6082         Vardas6082          4.84
Pavarde6086         Vardas6086          2.08
Pavarde6087         Vardas6087          4.00
Pavarde6090         Vardas6090          4.72
Pavarde6091         Vardas6091          2.12
Pavarde6093         Vardas6093          1.76
Pavarde6094         Vardas6094          2.92
Pavarde6098         Vardas6098          3.72
Pavarde6100         Vardas6100          2.96
Pavarde6103         Vardas6103          3.16
Pavarde6105         Vardas6105          4.60
Pavarde6108         Vardas6108          3.64
Pavarde6109         Vardas6109          3.12
Pavarde6110         Vardas6110          4.00
Pavarde6111         Vardas6111          3.20
Pavarde6113         Vardas6113          4.24
Pavarde6114         Vardas6114          4.00
Pavarde6115         Vardas6115          2.12
Pavarde6116         Vardas6116          1.84
Pavarde6117         Vardas6117          1.76
Pavarde6120         Vardas6120          2.52
Pavarde6124         Vardas6124          1.48
Pavarde6125         Vardas6125          1.36
Pavarde6126         Vardas6126          4.28
Pavarde6129         Vardas6129          4.36
Pavarde6130         Vardas6130          4.92
Pavarde6132         Vardas6132          4.52
Pavarde6135         Vardas6135          4.12
Pavarde6136         Vardas6136          2.36
Pavarde6139         Vardas6139          4.44
Pavarde6140         Vardas6140          3.40
Pavarde6142         Vardas6142          2.44
Pavarde6143         Vardas6143          4.52
Pavarde6145         Vardas6145          3.00
Pavarde6146         Vardas6146          3.56
Pavarde6151         Vardas6151          3.96
Pavarde6154         Vardas6154          2.76
Pavarde6155         Vardas6155          2.60
Pavarde6156         Vardas6156          2.84
Pavarde6159         Vardas6159          3.32
Pavarde6163         Vardas6163          3.20
Pavarde6166         Vardas6166          3.24
Pavarde6167         Vardas6167          2.44
Pavarde6168         Vardas6168          4.12
Pavarde6169         Vardas6169          4.00
Pavarde6172         Vardas6172          3.84
Pavarde6173         Vardas6173          1.20
Pavarde6174         Vardas6174          3.00
Pavarde6177         Vardas6177          2.92
Pavarde6178         Vardas6178          3.60
Pavarde6179         Vardas6179          3.08
Pavarde6180         Vardas6180          4.24
Pavarde6181         Vardas6181          1.52
Pavarde6182         Vardas6182          2.68
